real_image,generated_before,generated_after,label,SSIM_before,SSIM_after,SSIM_Diff
46815_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.1423147488449017,0.352717487030036,0.21040273818513433
44530_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.1542076603069134,0.37463196395823056,0.22042430365131715
65094_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.15888162405774284,0.22323973235598757,0.06435810829824473
37307_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.14080693851421647,0.26221866710330305,0.12141172858908658
37190_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.13290649071787128,0.4106185117715347,0.27771202105366344
51893_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.1267309763801259,0.4541534346280753,0.32742245824794936
30868_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.09401635476573848,0.4928240525631138,0.3988076977973753
21445_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.18423476428164745,0.25489828388630165,0.0706635196046542
3997_thumbnail.png,MC_combined_4.png,MC_combined_27.png,MC,0.1427130845614683,0.39999415137924,0.2572810668177717
2227_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.12649254363266954,0.4091087703582816,0.28261622672561204
9254_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.18635601402631274,0.301094052099038,0.11473803807272526
6582_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1327450194302534,0.4187314424469857,0.28598642301673227
39208_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.11050582904840549,0.45325376545750534,0.34274793640909984
14532_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.15842038339350914,0.3667944210507044,0.20837403765719528
34508_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.13845118808797532,0.4023894153741681,0.26393822728619276
30986_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.17372888428603894,0.3576081293419489,0.18387924505590997
56351_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1475815658081317,0.40301048282424096,0.25542891701610926
42260_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.13660396369264075,0.27150299574493647,0.13489903205229573
62476_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1105796552826634,0.49354443417615385,0.38296477889349045
3084_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.15306467109758914,0.41318900780794326,0.2601243367103541
28562_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.10174970346315367,0.4059406749876126,0.30419097152445895
38019_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.13393862602112772,0.4614485188701911,0.3275098928490634
56117_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.18515939459939057,0.24914381560534116,0.06398442100595059
49587_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14186305325530613,0.463090732951062,0.3212276796957559
47431_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.21266954045721453,0.22227591386643475,0.009606373409220215
57265_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.12923553388067863,0.3928657202747443,0.26363018639406566
5456_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1889266757568164,0.2857785490548718,0.09685187329805542
39252_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1713406624515453,0.34781473787271294,0.17647407542116764
36678_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14902037349000105,0.16057053623851703,0.011550162748515974
20329_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1859838692433662,0.2666116224968988,0.08062775325353258
35792_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.11774801825354464,0.395672372108506,0.27792435385496134
48502_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.08409773625425487,0.5380048975553223,0.45390716130106745
25331_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14295219759787278,0.4215461590885625,0.2785939614906897
23523_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.13038178220008378,0.38854292699640536,0.2581611447963216
4797_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.16192667207380873,0.3864589462662605,0.22453227419245175
39872_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.2368399711950894,0.2301707297708964,0.0066692414241930065
56993_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1375682858152402,0.3856202534239231,0.2480519676086829
14312_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14802552251106454,0.39103440482804963,0.2430088823169851
31297_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.17286258956403833,0.3197506108326521,0.14688802126861378
56799_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1796132967708682,0.344043007237176,0.1644297104663078
48550_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14502802834721404,0.33586363050468737,0.19083560215747333
46815_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14937847313649658,0.3507543761850745,0.20137590304857791
44530_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.15811329664293025,0.37367497553326495,0.2155616788903347
65094_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.16497631121743442,0.22168573364843316,0.056709422430998746
37307_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.14818722051518082,0.26021702061784185,0.11202980010266103
37190_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.13593009921848814,0.4152042130196403,0.27927411380115214
51893_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.1286710039598005,0.452380845301007,0.3237098413412065
30868_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.09406167086438909,0.4983068781263292,0.4042452072619401
21445_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.19301005728589607,0.25468233850035427,0.0616722812144582
3997_thumbnail.png,MC_combined_5.png,MC_combined_29.png,MC,0.15031571846123612,0.39781453845055803,0.2474988199893219
2227_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.12031609876056415,0.4025479610195111,0.282231862258947
9254_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.17385759014817845,0.27733872060879733,0.10348113046061888
6582_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.12689454922975282,0.47150601667404063,0.34461146744428783
39208_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.11241634803116422,0.5536635889954744,0.4412472409643102
14532_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.14945572831534637,0.35333184626510256,0.20387611794975619
34508_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.12885529078556388,0.383247196386201,0.25439190560063707
30986_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.15621902593370077,0.3358515321722921,0.1796325062385913
56351_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1410393847999846,0.4152945396531447,0.2742551548531601
42260_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.13009006891744282,0.25519463853258945,0.12510456961514663
62476_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1041010862448255,0.48173740940307413,0.37763632315824863
3084_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.142641037683202,0.39316263774294663,0.25052160005974466
28562_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.10386694612300536,0.5049881215716074,0.4011211754486021
38019_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.12538086953812744,0.4557498948953345,0.3303690253572071
56117_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1712451018010721,0.22445292033290706,0.053207818531834955
49587_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.14182912264808165,0.4990062301387633,0.35717710749068166
47431_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.20006951319899438,0.19726490558848475,0.0028046076105096296
57265_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.12114618048216398,0.433370934043041,0.31222475356087703
5456_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.17632488439475277,0.26320770797367604,0.08688282357892327
39252_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.15787038628208835,0.3758116579321224,0.21794127165003405
36678_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.13693418912831823,0.14547408770216774,0.008539898573849514
20329_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.17291146362460738,0.2449823778643009,0.07207091423969353
35792_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.11472023769237509,0.47142246942452326,0.35670223173214816
48502_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.08694017547778586,0.6385980874153859,0.5516579119376
25331_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.13607365371396654,0.46099946377745704,0.3249258100634905
23523_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1320847317581707,0.4625519079744001,0.3304671762162294
4797_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1485110531571324,0.3656550781066943,0.2171440249495619
39872_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.2197403326982553,0.202506322582221,0.017234010116034287
56993_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1342978602844487,0.37420359371963635,0.23990573343518765
14312_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.14923782008612937,0.4814195623634953,0.33218174227736597
31297_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.16036740988480172,0.30151119391173914,0.14114378402693742
56799_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1664808783483652,0.32240257782498594,0.15592169947662074
48550_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1384615085324893,0.3306825391865295,0.1922210306540402
46815_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1422118452859664,0.341296185277348,0.19908433999138161
44530_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.14941251971715688,0.3610400452188127,0.21162752550165584
65094_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.15568539466921327,0.2034635810829241,0.047778186413710816
37307_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1394905361016219,0.24458965708737912,0.10509912098575722
37190_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.1309140690786309,0.4603189837701585,0.3294049146915276
51893_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.12121899914439827,0.4620161999703201,0.34079720082592185
30868_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.09676024631216691,0.5983804783758063,0.5016202320636394
21445_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.18509497200244343,0.2493086098171227,0.06421363781467926
3997_thumbnail.png,MC_combined_2.png,MC_combined_55.png,MC,0.13641851111278944,0.3769857019152421,0.24056719080245267
2227_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.12038839670903223,0.40408228583990796,0.28369388913087573
9254_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.17788145827573262,0.28054616162536683,0.1026647033496342
6582_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.12678139365512228,0.4634795753584418,0.33669818170331955
39208_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.10762102712646437,0.5401124506649546,0.43249142353849024
14532_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.15479920245558101,0.35622020201492094,0.20142099955933992
34508_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13184088354005122,0.38653496768215406,0.2546940841421028
30986_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.16629557207236753,0.33940272056984094,0.1731071484974734
56351_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.14402693848312834,0.4123157922119813,0.2682888537288529
42260_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13116608278331332,0.25751027642978985,0.12634419364647653
62476_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.10809265224944724,0.48335549152745366,0.3752628392780064
3084_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.1452583619205504,0.3958208417332753,0.25056247981272495
28562_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.10117143564344337,0.49143698324108814,0.39026554759764476
38019_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13401417454695055,0.4576156823842609,0.32360150783731034
56117_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.1752940128968065,0.22716639081135323,0.05187237791454674
49587_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13587704920878485,0.492293331163574,0.35641628195478914
47431_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.20839547589959753,0.20078454973206963,0.007610926167527898
57265_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.12502901275288736,0.42568093325086803,0.3006519204979807
5456_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.18733410369403078,0.26687764548236,0.0795435417883292
39252_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.16353484905269855,0.3697565819090205,0.20622173285632195
36678_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.14145238606432084,0.14734474762548513,0.005892361561164294
20329_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.17760713869508252,0.24785076941946618,0.07024363072438367
35792_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.11350747565692425,0.46012486080571174,0.3466173851487875
48502_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.0822734491623623,0.6250469490848667,0.5427734999225043
25331_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.14028825234931971,0.45529696696066746,0.3150087146113477
23523_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.1272051856622509,0.4514121207215735,0.32420693505932263
4797_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.16281916993022494,0.3684929082709197,0.20567373834069475
39872_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.22253472753971315,0.2060489092633719,0.01648581827634124
56993_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13493606317754184,0.37663250620927596,0.24169644303173413
14312_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.1478103769719464,0.4699270971325718,0.3221167201606254
31297_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.16430059985975393,0.3035928948287395,0.1392922949689856
56799_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.171501282966757,0.32605631676132174,0.15455503379456473
48550_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13933029891142096,0.33055858068905175,0.1912282817776308
46815_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.13895198832994152,0.3421977971664048,0.2032458088364633
44530_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.15008060558727568,0.363251879348222,0.21317127376094633
65094_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.15812696898687081,0.20594536093981997,0.04781839195294915
37307_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.14276168314815607,0.2464967643893503,0.10373508124119424
37190_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.1361237145760227,0.4555470695849977,0.319423355008975
51893_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.12900308097804544,0.46155435847180026,0.3325512774937548
30868_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.09519002695345519,0.5848293400452867,0.48963931309183156
21445_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.1865314698990949,0.24989991519587862,0.06336844529678373
3997_thumbnail.png,MC_combined_1.png,MC_combined_52.png,MC,0.14481328405142815,0.3797445369651306,0.23493125291370245
2227_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.12276378954038634,0.4022182154015417,0.2794544258611553
9254_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.18147268610190284,0.27468182807358793,0.09320914197168509
6582_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.1262506559401285,0.4816797687560725,0.355429112815944
39208_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.1068797948797513,0.5686024946394073,0.46172269975965596
14532_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.1531504025789617,0.3511883309226194,0.19803792834365772
34508_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.12961960834546704,0.3811072657547525,0.25148765740928547
30986_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.16675522556522535,0.3341960452207835,0.16744081965555815
56351_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.14209255223390635,0.42149305351767113,0.2794005012837648
42260_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.13214277222709964,0.25349629648744104,0.1213535242603414
62476_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.11181549527141614,0.47958513019660537,0.3677696349251892
3084_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.14686162071215522,0.39110750548617945,0.24424588477402423
28562_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.09987980713390499,0.5199270272155398,0.42004722008163486
38019_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.135706986403216,0.45365181062877175,0.31794482422555576
56117_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.1771180167353786,0.2214104504081351,0.04429243367275648
49587_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.13799688888951592,0.500665909937863,0.3626690210483471
47431_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.21247995131513372,0.19470185204974877,0.017778099265384956
57265_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.12791076088394165,0.43981702961864766,0.311906268734706
5456_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.18341428981935468,0.2608608590724126,0.0774465692530579
39252_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.16743054589338482,0.38768912146308415,0.22025857556969933
36678_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.1411876782867991,0.14411066873783226,0.0029229904510331695
20329_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.1816862711353269,0.24307758730050674,0.06139131616517984
35792_thumbnail.png,MC_combined_6.png,MC_combined_67.png,MC,0.11590683978783611,0.48431409466996933,0.3684072548821332
